,rdma1,rdma2,rdma3,tcp1,tcp2,tcp3
986,51,31,30,197,275,234
987,25,30,30,246,254,190
988,34,30,40,297,169,151
989,57,11,31,229,318,258
990,33,31,30,197,194,317
991,56,31,43,228,213,300
992,34,32,9,199,247,238
993,38,31,31,187,210,322
994,52,31,35,280,252,233
995,37,31,31,294,162,304
996,52,10,30,261,301,265
997,60,28,31,290,332,329
998,54,32,32,274,315,215
999,43,43,51,267,247,207
